fecha_vigencia,precio,provincia,localidad,direccion
2024-02-01,839.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-02-01,839.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-04-01,944.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-04-01,944.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-05-01,982.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-05-01,982.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-06-01,1022.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-06-01,1022.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-07-01,1053.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-07-01,1053.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-03-02,902.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-03-02,902.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-01-03,788.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-01-03,788.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2023-12-08,456.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2023-12-08,456.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2023-12-13,625.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2023-12-13,625.0,SAN LUIS,VILLA MERCEDES,25 DE MAYO 675
2024-02-01,638.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-02-01,638.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-04-01,718.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-04-01,718.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-05-01,747.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-05-01,747.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-06-01,777.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-06-01,777.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-07-01,800.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-07-01,800.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-03-02,686.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-03-02,686.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-01-03,628.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-01-03,628.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2023-12-08,356.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2023-12-08,356.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2023-12-13,498.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2023-12-13,498.0,CHUBUT,COMODORO RIVADAVIA,HIPOLITO YRIGOYEN 396
2024-02-01,858.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-02-01,858.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-04-01,966.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-04-01,966.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-05-01,1005.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-05-01,1005.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-06-01,1046.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-06-01,1046.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-07-01,1077.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-07-01,1077.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-03-02,923.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-03-02,923.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-01-03,806.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-01-03,806.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2023-12-08,476.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2023-12-08,476.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2023-12-13,639.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2023-12-13,639.0,ENTRE RIOS,CONCEPCION DEL URUGUAY,9 DE JULIO 560
2024-02-01,825.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-02-01,825.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-04-01,929.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-04-01,929.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-05-01,966.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-05-01,966.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-06-01,1021.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-06-01,1021.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-07-01,1053.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-07-01,1053.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-03-02,887.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-03-02,887.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-01-03,775.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-01-03,775.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-05-03,981.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-05-03,981.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-06-04,1022.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-06-04,1022.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2023-12-08,448.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2023-12-08,448.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2023-12-13,614.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2023-12-13,614.0,BUENOS AIRES,LOMAS DE ZAMORA,Santa Fe 1005
2024-02-01,825.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-02-01,825.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-04-01,929.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-04-01,929.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-05-01,966.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-05-01,966.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-06-01,1021.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-06-01,1021.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-07-01,1053.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-07-01,1053.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-03-02,887.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-03-02,887.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-01-03,775.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-01-03,775.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-05-03,981.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-05-03,981.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-06-04,1022.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-06-04,1022.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2023-12-08,448.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2023-12-08,448.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2023-12-13,614.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2023-12-13,614.0,BUENOS AIRES,LOMAS DE ZAMORA,Las Heras 1740
2024-02-01,885.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-02-01,885.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-04-01,997.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-04-01,997.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-05-01,1037.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-05-01,1037.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-06-01,1079.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-06-01,1079.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-07-01,1111.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-07-01,1111.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-03-02,952.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-03-02,952.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-01-03,831.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-01-03,831.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2023-12-08,483.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2023-12-08,483.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2023-12-13,659.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2023-12-13,659.0,BUENOS AIRES,MAIPU,LAVALLE Y ALSINA
2024-02-01,799.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-02-01,799.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-04-01,899.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-04-01,899.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-05-01,935.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-05-01,935.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-06-01,973.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-06-01,973.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-07-01,999.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-07-01,999.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-03-02,859.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-03-02,859.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-01-03,755.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-01-03,755.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2023-12-08,430.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2023-12-08,430.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2023-12-13,599.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2023-12-13,599.0,MENDOZA,PALMIRA,Variante Ruta Prov. 50 KM. 1010
2024-02-01,871.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-02-01,871.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-04-01,981.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-04-01,981.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-05-01,1020.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-05-01,1020.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-06-01,1061.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-06-01,1061.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-07-01,1093.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-07-01,1093.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-03-02,937.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-03-02,937.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-01-03,818.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-01-03,818.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2023-12-08,475.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2023-12-08,475.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2023-12-13,649.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2023-12-13,649.0,BUENOS AIRES,OLAVARRIA,MORENO 3002
2024-02-01,825.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-02-01,825.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-04-01,929.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-04-01,929.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-05-01,966.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-05-01,966.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-06-01,999.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-06-01,999.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-07-01,1029.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-07-01,1029.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-03-02,887.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-03-02,887.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-01-03,775.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-01-03,775.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2023-12-08,453.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2023-12-08,453.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2023-12-13,613.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2023-12-13,613.0,BUENOS AIRES,CAÑUELAS,DEL CARMEN 986
2024-02-01,825.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-02-01,825.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-04-01,929.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-04-01,929.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-05-01,966.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-05-01,966.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-06-01,999.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-06-01,999.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-07-01,1029.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-07-01,1029.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-03-02,887.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-03-02,887.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-01-03,775.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-01-03,775.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2023-12-08,453.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2023-12-08,453.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2023-12-13,613.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2023-12-13,613.0,BUENOS AIRES,CAÑUELAS,RUTA 205 KM. 57.500
2024-02-01,858.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-02-01,858.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-04-01,966.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-04-01,966.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-05-01,1005.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-05-01,1005.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-06-01,1046.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-06-01,1046.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-07-01,1077.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-07-01,1077.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-03-02,923.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-03-02,923.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-01-03,806.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-01-03,806.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2023-12-08,465.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2023-12-08,465.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2023-12-13,639.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2023-12-13,639.0,SANTA FE,SAN LORENZO,RTA AO12 KM 65
2024-02-01,858.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-02-01,858.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-04-01,966.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-04-01,966.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-05-01,1005.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-05-01,1005.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-06-01,1046.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-06-01,1046.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-07-01,1077.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-07-01,1077.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-03-02,923.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-03-02,923.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-01-03,806.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-01-03,806.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2023-12-08,460.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2023-12-08,460.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2023-12-13,639.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2023-12-13,639.0,CORDOBA,LAS ACEQUIAS,25 DE MAYO 152
2024-02-01,858.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-02-01,858.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-04-01,966.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-04-01,966.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-05-01,1005.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-05-01,1005.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-06-01,1046.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-06-01,1046.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-07-01,1077.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-07-01,1077.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-03-02,923.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-03-02,923.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-01-03,806.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-01-03,806.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2023-12-08,460.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2023-12-08,460.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2023-12-13,639.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2023-12-13,639.0,CORDOBA,GRAL. CABRERA,AV.SAN MARTIN 405
2024-02-01,885.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-02-01,885.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-04-01,997.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-04-01,997.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-05-01,1037.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-05-01,1037.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-06-01,1079.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-06-01,1079.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-07-01,1111.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-07-01,1111.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-03-02,952.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-03-02,952.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-01-03,831.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-01-03,831.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2023-12-08,485.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2023-12-08,485.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2023-12-13,659.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2023-12-13,659.0,MISIONES,L.N. ALEM,AV. BELGRANO Y CORTI
2024-02-01,885.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-02-01,885.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-04-01,997.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-04-01,997.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-05-01,1037.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-05-01,1037.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-06-01,1079.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-06-01,1079.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-07-01,1111.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-07-01,1111.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-03-02,952.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-03-02,952.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-01-03,831.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-01-03,831.0,MISIONES,POSADAS,AV. QUARANTA 6450
2023-12-08,479.0,MISIONES,POSADAS,AV. QUARANTA 6450
2023-12-08,479.0,MISIONES,POSADAS,AV. QUARANTA 6450
2023-12-13,659.0,MISIONES,POSADAS,AV. QUARANTA 6450
2023-12-13,659.0,MISIONES,POSADAS,AV. QUARANTA 6450
2024-02-01,885.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-02-01,885.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-04-01,997.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-04-01,997.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-05-01,1037.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-05-01,1037.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-06-01,1079.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-06-01,1079.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-07-01,1111.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-07-01,1111.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-03-02,952.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-03-02,952.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-01-03,831.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-01-03,831.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2023-12-08,479.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2023-12-08,479.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2023-12-13,659.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2023-12-13,659.0,MISIONES,POSADAS,AV. SANTA CATALINA 5235 Y FRANCIA
2024-02-01,885.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-02-01,885.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-04-01,997.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-04-01,997.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-05-01,1037.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-05-01,1037.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-06-01,1079.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-06-01,1079.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-07-01,1111.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-07-01,1111.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-03-02,952.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-03-02,952.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-01-03,831.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-01-03,831.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2023-12-08,485.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2023-12-08,485.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2023-12-13,659.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2023-12-13,659.0,MISIONES,SANTA ANA,CRUCE RUTA NAC 12 Y PROV 103
2024-02-01,885.0,MISIONES,POSADAS,Nuestra Señora del Carmen 949
2024-02-01,885.0,MISIONES,POSADAS,Nuestra Señora del Carmen 949
2024-04-01,997.0,MISIONES,POSADAS,Nuestra Señora del Carmen 949
2024-04-01,997.0,MISIONES,POSADAS,Nuestra Señora del Carmen 949
2024-05-01,1037.0,MISIONES,POSADAS,Nuestra Señora del Carmen 949
2024-05-01,1037.0,MISIONES,POSADAS,Nuestra Señora del Carmen 949
